date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,024 Demun Rural,Randolph County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Absentee,Randolph County,113,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Absentee,Randolph County,52,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Absentee,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Absentee,Randolph County,13,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Early,Randolph County,774,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Early,Randolph County,331,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Early,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Early,Randolph County,102,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,001 Baker and Dalton,Randolph County,25,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,001 Baker and Dalton,Randolph County,9,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,001 Baker and Dalton,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,001 Baker and Dalton,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,002 Bristow,Randolph County,8,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,002 Bristow,Randolph County,11,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,002 Bristow,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,002 Bristow,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,003 Butler and Spring River,Randolph County,6,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,003 Butler and Spring River,Randolph County,26,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,003 Butler and Spring River,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,003 Butler and Spring River,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,004 Columbia,Randolph County,33,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,004 Columbia,Randolph County,31,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,004 Columbia,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,004 Columbia,Randolph County,1,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,005 Current River,Randolph County,24,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,005 Current River,Randolph County,36,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,005 Current River,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,005 Current River,Randolph County,8,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,006 Elevenpoint,Randolph County,17,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,006 Elevenpoint,Randolph County,14,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,006 Elevenpoint,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,006 Elevenpoint,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,007 Foster and Ingram,Randolph County,37,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,007 Foster and Ingram,Randolph County,49,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,007 Foster and Ingram,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,007 Foster and Ingram,Randolph County,3,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,008 Jackson,Randolph County,20,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,008 Jackson,Randolph County,7,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,008 Jackson,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,008 Jackson,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,009 Janes Creek,Randolph County,21,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,009 Janes Creek,Randolph County,19,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,009 Janes Creek,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,009 Janes Creek,Randolph County,1,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,010 Little Black,Randolph County,19,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,010 Little Black,Randolph County,15,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,010 Little Black,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,010 Little Black,Randolph County,2,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,011 OKean and Wiley,Randolph County,20,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,011 OKean and Wiley,Randolph County,16,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,011 OKean and Wiley,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,011 OKean and Wiley,Randolph County,2,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,012 Reyno,Randolph County,43,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,012 Reyno,Randolph County,47,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,012 Reyno,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,012 Reyno,Randolph County,6,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,013 Richardson and Siloam,Randolph County,31,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,013 Richardson and Siloam,Randolph County,37,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,013 Richardson and Siloam,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,013 Richardson and Siloam,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,014 East Roanoke,Randolph County,19,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,014 East Roanoke,Randolph County,20,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,014 East Roanoke,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,014 East Roanoke,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,015 West Roanoke,Randolph County,11,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,015 West Roanoke,Randolph County,31,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,015 West Roanoke,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,015 West Roanoke,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,016 Running Lake,Randolph County,19,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,016 Running Lake,Randolph County,21,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,016 Running Lake,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,016 Running Lake,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,017 Shiloh,Randolph County,27,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,017 Shiloh,Randolph County,27,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,017 Shiloh,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,017 Shiloh,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,018 Union,Randolph County,4,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,018 Union,Randolph County,5,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,018 Union,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,018 Union,Randolph County,1,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,019 Warm Springs,Randolph County,13,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,019 Warm Springs,Randolph County,9,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,019 Warm Springs,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,019 Warm Springs,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,020 Water Valley,Randolph County,14,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,020 Water Valley,Randolph County,10,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,020 Water Valley,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,020 Water Valley,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,021 Ward One,Randolph County,81,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,021 Ward One,Randolph County,53,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,021 Ward One,Randolph County,1,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,021 Ward One,Randolph County,6,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,022 Ward Two,Randolph County,50,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,022 Ward Two,Randolph County,53,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,022 Ward Two,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,022 Ward Two,Randolph County,4,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,023 Ward Three,Randolph County,82,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,023 Ward Three,Randolph County,58,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,023 Ward Three,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,023 Ward Three,Randolph County,2,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,024 Demun Rural,Randolph County,26,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,024 Demun Rural,Randolph County,31,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,024 Demun Rural,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,024 Demun Rural,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,Absentee,Randolph County,88,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,Absentee,Randolph County,85,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,Absentee,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,Absentee,Randolph County,5,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,Early,Randolph County,602,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,Early,Randolph County,561,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,Early,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,Early,Randolph County,44,
2002-06-11,"Prosecuting Attorney, District 03",City Attorney Henry H. Boyce - Democrat,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Stewart K. Lambert - Democrat,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total over votes,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,"Prosecuting Attorney, District 03",Total under votes,Democrat,precinct,Overseas Absentees,Randolph County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,2-A 4-A 4-B 4-C,Saline County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,2-A 4-A 4-B 4-C,Saline County,12,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,2-A 4-A 4-B 4-C,Saline County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,2-A 4-A 4-B 4-C,Saline County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,2-B 2-C 4-D,Saline County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,2-B 2-C 4-D,Saline County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,2-B 2-C 4-D,Saline County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,2-B 2-C 4-D,Saline County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,2-D,Saline County,11,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,2-D,Saline County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,2-D,Saline County,1,
